Words,Rank,Frequency 
Adman educates iffy Army recruits. Big letdown.,5638,1
"Jon Dichter's cheeky philosophical thriller offers the guilty satisfaction of watching its main character, a selfish, upwardly-mobile young Dallas lawyer, get the cosmic comeuppance most of us would wish upon an amoral pig who defends white-collar criminals and gleefully cheats on his wife. His life rapidly unravels once he goes ballistic and insults a telephone operator who gives him the wrong number. Like an avenging demon, that operator (Jacqueline Kim) systematically uses her connections to dismantle Gary's world, leaving him unemployed, homeless, professionally disgraced and deeply in debt. If &quot;The Operator,&quot; which is Mr. Dichter's directorial debut, has a clever concept, it clasps it much too fiercely to its chest. &#151; Stephen Holden",5639,1
"With characters named Esperanza, Dawn and Patience, “Henry Poole Is Here” traffics in the kind of inspirational kitsch that only a true believer could swallow.",5640,1
"Thirty wry old-timers are impressive raconteurs in this documentary directed by Alex Fegan, released during the centenary of the Easter Rising.",5641,1
"“La Danse: The Paris Opera Ballet” is one of the finest dance films ever made, but there’s more to it than that.",5642,1
"Howling, frustrated  1600's French nuns and a scapegoat priest. Harrowing, truly. Not for the squeamish.",5643,1
"“The King of Kong: A Fistful of Quarters,” Seth Gordon’s documentary about two men vying for the high score in Donkey Kong, succeeds as a portrait of a subculture.",5644,1
"Another heist but well done, entertaining.",5645,1
"“Never Back Down” offers extreme fighting as the modern-day alternative to sex, drugs and rock ’n’ roll.",5646,1
"Rather uneasy Shaw, excluding Jean. This one sounds better than it looks.",5647,1
"“Inside Llewyn Davis” is an intoxicating, somewhat surreal ramble through the Greenwich Village folk scene in 1961.",5648,1
"John Groberg (Christopher Gorham), the narrator and hero of &quot;The Other Side of Heaven,&quot; is a Mormon missionary dispatched to the Tongan islands in the Pacific Ocean immediately after his high school graduation in the 1950's. Although the movie, inspired by Mr. Groberg's memoir &quot;In the Eye of the Storm,&quot; is supposedly based on fact, any resemblances between its characters' behavior and real people are glancing. What sets this syrupy swatch of kitsch apart from other films peddling a dogmatic religious agenda is the serious money that obviously went into it. — Stephen Holden",5649,1
"“The Summit,” which recreates a perilous climb from 2008, accepts the age-old truth that if there is a mountain, someone will try to reach its peak.",5650,1
"“The Paperboy,” a tangled and steamy drama directed by Lee Daniels, stars Nicole Kidman as a woman whose fiancé, played by John Cusack, is an alligator hunter on death row.",5651,1
Fair melodrama about an ex-convict.,5652,1
"Although it lasts a scant hour and half, &quot;Orange County&quot; often feels like six different movies fighting one another for attention. A tame romantic comedy about an aspiring teenage writer (Colin Hanks) bumps up against gothic suburban satire and madcap lowbrow humor (much of it courtesy of the mischievous Jack Black). There are some very funny bits and some amusing cameos (from Kevin Kline, Lily Tomlin and the screenwriter, Mike White), but the movie in the end adds up to much less than its ill-fitting parts. – A. O. Scott",5653,1
"Struggling Chicano farmer. Earnest, with minimum impact.",5654,1
Playgirl and errant husband. Well done but minus John O'Hara's acid and granite.,5655,1
"Matador. Persuasive drama, stunning bullring pageantry.",5656,1
Life and death on the mean streets of Copenhagen — they evidently exist — are rendered with pungent detail and excellent discipline in this tough trio of underworld thrillers.,5657,1
Probing portrait of disco youth at bay. Totally Travolta.,5658,1
"American director and French journalist meet in Italy and California. Protracted, rambling, but not dull.",5659,1
"American Indian in hot water. Well done, often affecting, but glumly pretentious.",5660,1
Homesteader and son pursue horse thief. Winning tale.,5661,1
Done better before as ``The Awful Truth.'' Pleasant but Grant-Dunne had the real juice.,5662,1
"Wedding plans, via Paddy Chayefsky. Perceptive but dank and dismal.",5663,1
"Hypnosis in the movies has always been synonymous with hocus-pocus, and the tradition continues in this flashy, mildly tingly British thriller. The elaborate story involves kidnappings, unsolved serial killings, second sight, church architecture, zodiac signs, Christian heresy, insomnia,  nightmares, potential medical malpractice, computer magic and the London police  department. This baggage proves way too heavy for the movie to make sense of. But the supernatural kidnapping drama can still be appreciated as an atmospherically volatile roller-coaster in which half-waking dreams increasingly erode reality. It all begins when Goran Visnjic, playing an anti-smoking hypnotherapist, is asked to unlock the traumas of a  catatonic little girl. — Stephen Holden",5664,1
"Depending on your tolerance for relentless whimsy and unflagging eccentricity, “The Toe Tactic” will make you gurgle with delight or groan with exasperation.",5665,1
"“Incendies,” Denis Villeneuve’s film based on a play by Wajdi Mouawad, is a family quest narrative that takes place in Quebec and an unnamed country resembling Lebanon.",5666,1
“Tulpan” might be described as an epic landscape film or a sweetly comic coming-of-age story. But the setting gives the movie a science fiction mood.,5667,1
"In adapting Alexandre Dumas's novel with a straight face – without noisy special effects or tired attempts at irony – the filmmakers have made a movie as full of old-fashioned pleasures as the book itself. Jim Caviezel has some old-fashioned matinee-idol dash, Guy Pearce is a deliciously hammy villain, and Luis Guzman and Richard Harris, as the hero's jailhouse guru and pirate sidekick, add an element of mischievous fun. Unabashedly corny, square and high-spirited, the movie revives a sense of grand, sweeping fun that has been missing from the bloated, cynical juvenile blockbusters of recent years. – A. O. Scott",5668,1
"&quot;Derrida,&quot; the adoring and adorable documentary on the philosopher Jacques Derrida by the filmmakers Kirby Dick (&quot;Sick: The Life and Death of Bob Flanagan, Supermasochist&quot;) and Amy Ziering Kofman, presents Mr. Derrida, the so-called father of deconstruction, as quick-witted and impish. This movie certainly will fall short for those seeking loamy discourse  about the ramifications of Mr. Derrida's work; to these people it will seem like, well, a pop-song bowdlerization of a master's oeuvre. The directors know that Mr. Derrida  must  be introduced to neophytes, who will not  have a firm grasp of  deconstruction  until they see how it is woven into the fabric of the film. &#151; Elvis Mitchell",5669,1
"A movie explores the uses, from artistic to therapeutic, of a ubiquitous toy.",5670,1
A real bucket-weeper.,5671,1
"And love, with camera as central player. Director Soderbergh's stunning debut.",5672,1
Burglars mistaken for house sitters. Don't answer the door.,5673,1
“The Last Ride” is Harry Thomason’s dreary imagining of the final days of the troubled country-music legend Hank Williams.,5674,1
American wife in England charmed by suave European.,5675,1
This entry in the dad-to-the-rescue action-movie genre doesn’t have enough twists to even tie a shoelace.,5676,1
This Tsai Ming-liang film features him and the actor Lee Kang-sheng discussing personal issues in a minimalist setting.,5677,1
"Hyped up with fantasy sequences, a hot air balloon and music that sounds more 1920's than 1890's, Oscar Wilde's 1895 comic masterpiece has been reduced from a scathing satire of upper-class superficiality into a goofy, gimmicky costume comedy. If the playwright's dazzling language is intact, the embellishments interrupt its rhythms, and the low-keyed, realistic performances don't synchronize with the style of the play.  The classic 1952 film adaptation, starring Edith Evans, is far preferable. — Stephen Holden",5678,1
Krzysztof Zanussi's prize-winning tale of a young mathematiciam against the world's illogic. Bracing and disturbing,5679,1
Doomed man after his own killer. Disappointing remake of 1949 thriller.,5680,1
"“A Burning Hot Summer,” directed by Philippe Garrel, uses faltering relationships as a way to discuss men, women, friendship, death, desire and art.",5681,1
